#Samples,missing,#Features,#Classes,Gini,#SPH,#CPI,CHI,SIL,DBI,max info loss,Method,Run,n,f,n_clusters,algorithm,n_components,gini,p value
92.69444444444444,0.08825792512889624,100.0,15.166666666666666,0.24653053556121485,14,7,0.0,0.0,0.0,0.2,SPH+CPI,1,1050,100,,,,0.4,0.9
60.01960784313726,0.08148257817694701,100.0,9.607843137254902,0.15298469275625345,11,22,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.2,0.7
60.01960784313726,0.0814824147116322,100.0,9.607843137254902,0.15548980153567088,11,22,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.2,0.75
60.01960784313726,0.08139897590107253,100.0,9.607843137254902,0.1521333592686569,11,22,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.2,0.8
60.01960784313726,0.08137487054033148,100.0,9.607843137254902,0.14920713422507492,11,22,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.2,0.85
60.01960784313726,0.07816610396524493,100.0,9.607843137254902,0.13179589129110153,11,22,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.2,0.9
66.54347826086956,0.0805453088315434,100.0,10.652173913043478,0.17632812577951631,11,17,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.25,0.7
66.54347826086956,0.08054512759825956,100.0,10.652173913043478,0.1791055289914791,11,17,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.25,0.75
66.54347826086956,0.08046232663879622,100.0,10.652173913043478,0.1757950748330264,11,17,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.25,0.8
66.54347826086956,0.08041959360366867,100.0,10.652173913043478,0.1724800217889717,11,17,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.25,0.85
66.54347826086956,0.0783846177915667,100.0,10.652173913043478,0.1561056231996147,11,17,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.25,0.9
69.56818181818181,0.08188002934972911,100.0,11.136363636363637,0.18954842779306336,11,15,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.3,0.7
69.56818181818181,0.08187983987856876,100.0,11.136363636363637,0.1924520766055699,11,15,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.3,0.75
69.56818181818181,0.08179327523912981,100.0,11.136363636363637,0.18899114725809663,11,15,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.3,0.8
69.56818181818181,0.08174859979331463,100.0,11.136363636363637,0.18552540998476671,11,15,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.3,0.85
69.56818181818181,0.07962112508066257,100.0,11.136363636363637,0.16840672055043895,11,15,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.3,0.9
78.48717948717949,0.08414932053110932,100.0,12.564102564102564,0.23759717558739232,11,10,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.35,0.7
78.48717948717949,0.08414910676877457,100.0,12.564102564102564,0.2408730870681689,11,10,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.35,0.75
78.48717948717949,0.08407236700817809,100.0,12.564102564102564,0.2363531284778315,11,10,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.35,0.8
78.48717948717949,0.08402196394110459,100.0,12.564102564102564,0.2324430659130491,11,10,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.35,0.85
78.48717948717949,0.08340245686934239,100.0,12.564102564102564,0.2188615951036786,11,10,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.35,0.9
85.02777777777777,0.08304517768079263,100.0,13.61111111111111,0.25769599691802914,11,7,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.4,0.7
85.02777777777777,0.08304494610492999,100.0,13.61111111111111,0.2612449010222037,11,7,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.4,0.75
85.02777777777777,0.0829618113642838,100.0,13.61111111111111,0.256434097469525,11,7,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.4,0.8
85.02777777777777,0.08290720804162083,100.0,13.61111111111111,0.2521981963576774,11,7,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.4,0.85
85.02777777777777,0.08276925459473522,100.0,13.61111111111111,0.23988033507390927,11,7,0.0,0.0,0.0,0.25,SPH+CPI,1,1050,100,,,,0.4,0.9
45.326530612244895,0.07390944845371557,100.0,7.73469387755102,0.13501330892637117,8,20,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.2,0.7
45.326530612244895,0.07390787309905875,100.0,7.73469387755102,0.1372329517416193,8,20,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.2,0.75
45.326530612244895,0.07384546005674779,100.0,7.73469387755102,0.13515329899755527,8,20,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.2,0.8
45.326530612244895,0.07383146346247192,100.0,7.73469387755102,0.13161967077967715,8,20,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.2,0.85
45.326530612244895,0.07053856459721679,100.0,7.73469387755102,0.11611068997053124,8,20,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.2,0.9
49.355555555555554,0.07305301504321352,100.0,8.422222222222222,0.15394232673309916,8,16,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.25,0.7
49.355555555555554,0.07305129965703165,100.0,8.422222222222222,0.15635927113192488,8,16,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.25,0.75
49.355555555555554,0.07299326179325366,100.0,8.422222222222222,0.15451470846236381,8,16,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.25,0.8
49.355555555555554,0.07296165780797385,100.0,8.422222222222222,0.1505946474517002,8,16,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.25,0.85
49.355555555555554,0.0709258059650871,100.0,8.422222222222222,0.13476023791109001,8,16,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.25,0.9
51.651162790697676,0.07407029679259751,100.0,8.813953488372093,0.16642887767503484,8,14,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.3,0.7
51.651162790697676,0.07406850162101185,100.0,8.813953488372093,0.16895823809241062,8,14,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.3,0.75
51.651162790697676,0.07400776432170929,100.0,8.813953488372093,0.1670278818103118,8,14,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.3,0.8
51.651162790697676,0.07397469038362578,100.0,8.813953488372093,0.16292549238054757,8,14,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.3,0.85
51.651162790697676,0.07184414775734894,100.0,8.813953488372093,0.14635459867525782,8,14,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.3,0.9
58.44736842105263,0.07537170977386513,100.0,9.973684210526315,0.21270002013263192,8,9,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.35,0.7
58.44736842105263,0.07536967839549187,100.0,9.973684210526315,0.21556219113124134,8,9,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.35,0.75
58.44736842105263,0.07532242285870354,100.0,9.973684210526315,0.2127463276084891,8,9,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.35,0.8
58.44736842105263,0.07528499708666167,100.0,9.973684210526315,0.2081041500958611,8,9,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.35,0.85
58.44736842105263,0.07470170178740011,100.0,9.973684210526315,0.19523563810158523,8,9,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.35,0.9
65.32352941176471,0.07409322853047513,100.0,11.147058823529411,0.24836011762244753,8,5,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.4,0.7
65.32352941176471,0.07409095816641093,100.0,11.147058823529411,0.2515590146208934,8,5,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.4,0.75
65.32352941176471,0.07403814315470628,100.0,11.147058823529411,0.24850273942272103,8,5,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.4,0.8
65.32352941176471,0.0739963143506595,100.0,11.147058823529411,0.24331442337919562,8,5,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.4,0.85
65.32352941176471,0.07390893877239199,100.0,11.147058823529411,0.23146827336646958,8,5,0.0,0.0,0.0,0.3,SPH+CPI,1,1050,100,,,,0.4,0.9
45.270833333333336,0.07163099846139027,100.0,7.583333333333333,0.13629099847637235,7,19,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.2,0.7
45.270833333333336,0.07162939028684477,100.0,7.583333333333333,0.13855688385027148,7,19,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.2,0.75
45.270833333333336,0.071565676972819,100.0,7.583333333333333,0.13643390500737274,7,19,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.2,0.8
45.270833333333336,0.07155138878282906,100.0,7.583333333333333,0.1328266595349555,7,19,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.2,0.85
45.270833333333336,0.0681961273684046,100.0,7.583333333333333,0.11881456296315092,7,19,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.2,0.9
48.28888888888889,0.0715657913854472,100.0,8.088888888888889,0.1523688578393688,7,16,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.25,0.7
48.28888888888889,0.07156407599926536,100.0,8.088888888888889,0.15478580223819455,7,16,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.25,0.75
48.28888888888889,0.07150603813548735,100.0,8.088888888888889,0.15294123956863348,7,16,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.25,0.8
48.28888888888889,0.07147443415020756,100.0,8.088888888888889,0.14902117855796987,7,16,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.25,0.85
48.28888888888889,0.0694385823073208,100.0,8.088888888888889,0.1331867690173597,7,16,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.25,0.9
50.53488372093023,0.07251389994144673,100.0,8.465116279069768,0.16478222418159616,7,14,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.3,0.7
50.53488372093023,0.07251210476986106,100.0,8.465116279069768,0.16731158459897194,7,14,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.3,0.75
50.53488372093023,0.07245136747055851,100.0,8.465116279069768,0.16538122831687307,7,14,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.3,0.8
50.53488372093023,0.07241829353247502,100.0,8.465116279069768,0.16127883888710884,7,14,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.3,0.85
50.53488372093023,0.07028775090619817,100.0,8.465116279069768,0.14470794518181912,7,14,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.3,0.9
57.18421052631579,0.07361052386335241,100.0,9.578947368421053,0.21083670170584598,7,9,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.35,0.7
57.18421052631579,0.07360849248497917,100.0,9.578947368421053,0.2136988727044554,7,9,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.35,0.75
57.18421052631579,0.0735612369481908,100.0,9.578947368421053,0.2108830091817032,7,9,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.35,0.8
57.18421052631579,0.07352381117614895,100.0,9.578947368421053,0.2062408316690752,7,9,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.35,0.85
57.18421052631579,0.0729405158768874,100.0,9.578947368421053,0.1933723196747993,7,9,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.35,0.9
63.911764705882355,0.07212484427754917,100.0,10.705882352941176,0.24627758526309856,7,5,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.4,0.7
63.911764705882355,0.07212257391348495,100.0,10.705882352941176,0.24947648226154442,7,5,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.4,0.75
63.911764705882355,0.07206975890178031,100.0,10.705882352941176,0.24642020706337206,7,5,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.4,0.8
63.911764705882355,0.07202793009773352,100.0,10.705882352941176,0.24123189101984663,7,5,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.4,0.85
63.911764705882355,0.07194055451946602,100.0,10.705882352941176,0.22938574100712059,7,5,0.0,0.0,0.0,0.35,SPH+CPI,1,1050,100,,,,0.4,0.9
45.270833333333336,0.07163099846139027,100.0,7.583333333333333,0.13629099847637235,7,19,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.2,0.7
45.270833333333336,0.07162939028684477,100.0,7.583333333333333,0.13855688385027148,7,19,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.2,0.75
45.270833333333336,0.071565676972819,100.0,7.583333333333333,0.13643390500737274,7,19,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.2,0.8
45.270833333333336,0.07155138878282906,100.0,7.583333333333333,0.1328266595349555,7,19,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.2,0.85
45.270833333333336,0.0681961273684046,100.0,7.583333333333333,0.11881456296315092,7,19,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.2,0.9
48.28888888888889,0.0715657913854472,100.0,8.088888888888889,0.1523688578393688,7,16,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.25,0.7
48.28888888888889,0.07156407599926536,100.0,8.088888888888889,0.15478580223819455,7,16,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.25,0.75
48.28888888888889,0.07150603813548735,100.0,8.088888888888889,0.15294123956863348,7,16,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.25,0.8
48.28888888888889,0.07147443415020756,100.0,8.088888888888889,0.14902117855796987,7,16,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.25,0.85
48.28888888888889,0.0694385823073208,100.0,8.088888888888889,0.1331867690173597,7,16,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.25,0.9
50.53488372093023,0.07251389994144673,100.0,8.465116279069768,0.16478222418159616,7,14,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.3,0.7
50.53488372093023,0.07251210476986106,100.0,8.465116279069768,0.16731158459897194,7,14,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.3,0.75
50.53488372093023,0.07245136747055851,100.0,8.465116279069768,0.16538122831687307,7,14,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.3,0.8
50.53488372093023,0.07241829353247502,100.0,8.465116279069768,0.16127883888710884,7,14,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.3,0.85
50.53488372093023,0.07028775090619817,100.0,8.465116279069768,0.14470794518181912,7,14,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.3,0.9
57.18421052631579,0.07361052386335241,100.0,9.578947368421053,0.21083670170584598,7,9,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.35,0.7
57.18421052631579,0.07360849248497917,100.0,9.578947368421053,0.2136988727044554,7,9,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.35,0.75
57.18421052631579,0.0735612369481908,100.0,9.578947368421053,0.2108830091817032,7,9,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.35,0.8
57.18421052631579,0.07352381117614895,100.0,9.578947368421053,0.2062408316690752,7,9,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.35,0.85
57.18421052631579,0.0729405158768874,100.0,9.578947368421053,0.1933723196747993,7,9,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.35,0.9
63.911764705882355,0.07212484427754917,100.0,10.705882352941176,0.24627758526309856,7,5,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.4,0.7
63.911764705882355,0.07212257391348495,100.0,10.705882352941176,0.24947648226154442,7,5,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.4,0.75
63.911764705882355,0.07206975890178031,100.0,10.705882352941176,0.24642020706337206,7,5,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.4,0.8
63.911764705882355,0.07202793009773352,100.0,10.705882352941176,0.24123189101984663,7,5,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.4,0.85
63.911764705882355,0.07194055451946602,100.0,10.705882352941176,0.22938574100712059,7,5,0.0,0.0,0.0,0.4,SPH+CPI,1,1050,100,,,,0.4,0.9
375.5,0.24072391568092205,100.0,42.0,0.31582396953775616,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.2,0.7
375.5,0.24062264356148505,100.0,42.0,0.31386625829056214,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.2,0.75
375.5,0.24061239079769514,100.0,42.0,0.31152706707441696,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.2,0.8
375.5,0.24060038015802113,100.0,42.0,0.30426921188919437,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.2,0.85
375.5,0.24051511624436664,100.0,42.0,0.297135329538368,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.2,0.9
375.5,0.24072391568092205,100.0,42.0,0.31582396953775616,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.25,0.7
375.5,0.24062264356148505,100.0,42.0,0.31386625829056214,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.25,0.75
375.5,0.24061239079769514,100.0,42.0,0.31152706707441696,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.25,0.8
375.5,0.24060038015802113,100.0,42.0,0.30426921188919437,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.25,0.85
375.5,0.24051511624436664,100.0,42.0,0.297135329538368,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.25,0.9
375.5,0.24072391568092205,100.0,42.0,0.31582396953775616,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.3,0.7
375.5,0.24062264356148505,100.0,42.0,0.31386625829056214,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.3,0.75
375.5,0.24061239079769514,100.0,42.0,0.31152706707441696,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.3,0.8
375.5,0.24060038015802113,100.0,42.0,0.30426921188919437,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.3,0.85
375.5,0.24051511624436664,100.0,42.0,0.297135329538368,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.3,0.9
375.5,0.24072391568092205,100.0,42.0,0.31582396953775616,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.35,0.7
375.5,0.24062264356148505,100.0,42.0,0.31386625829056214,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.35,0.75
375.5,0.24061239079769514,100.0,42.0,0.31152706707441696,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.35,0.8
375.5,0.24060038015802113,100.0,42.0,0.30426921188919437,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.35,0.85
375.5,0.24051511624436664,100.0,42.0,0.297135329538368,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.35,0.9
375.5,0.24072391568092205,100.0,42.0,0.31582396953775616,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.4,0.7
375.5,0.24062264356148505,100.0,42.0,0.31386625829056214,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.4,0.75
375.5,0.24061239079769514,100.0,42.0,0.31152706707441696,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.4,0.8
375.5,0.24060038015802113,100.0,42.0,0.30426921188919437,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.4,0.85
375.5,0.24051511624436664,100.0,42.0,0.297135329538368,0,29,0.0,0.0,0.0,,CPI,1,1050,100,,,,0.4,0.9
160.55172413793105,0.06289946418234627,100.0,15.172413793103448,0.35573970750073347,5,0,0.0,0.0,0.0,0.1,SPH,1,2000,100,,,,,
135.13793103448276,0.06024972127381107,100.0,13.482758620689655,0.35141404350760264,4,0,0.0,0.0,0.0,0.15,SPH,1,2000,100,,,,,
125.93103448275862,0.057866834448751965,100.0,12.137931034482758,0.3363125131819546,3,0,0.0,0.0,0.0,0.2,SPH,1,2000,100,,,,,
99.72413793103448,0.05515357066907341,100.0,10.448275862068966,0.32521128960019713,2,0,0.0,0.0,0.0,0.25,SPH,1,2000,100,,,,,
99.72413793103448,0.05515357066907341,100.0,10.448275862068966,0.32521128960019713,2,0,0.0,0.0,0.0,0.3,SPH,1,2000,100,,,,,
99.72413793103448,0.05515357066907341,100.0,10.448275862068966,0.32521128960019713,2,0,0.0,0.0,0.0,0.35,SPH,1,2000,100,,,,,
99.72413793103448,0.05515357066907341,100.0,10.448275862068966,0.32521128960019713,2,0,0.0,0.0,0.0,0.4,SPH,1,2000,100,,,,,
1428.0,0.23997899159663866,100.0,84.0,0.5143057222889156,0,0,0.0,0.0,0.0,,RF,1,2000,100,,,,,
1428.0,0.0,67.0,84.0,0.5143057222889156,0,0,0.0,0.0,0.0,,RF+B,1,2000,100,,,,,
157.07999999999998,0.1381201977645542,110.0,27.72,0.5195488695374804,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,10.0,KMeans,,,
101.54666666666667,0.1134262536835862,106.66666666666667,19.76888888888889,0.5016682910304341,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,15.0,KMeans,,,
74.97,0.10711918486846503,105.0,15.645,0.4653857002339955,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,20.0,KMeans,,,
59.404799999999994,0.0933821747702796,104.0,12.8544,0.42044060830142416,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,25.0,KMeans,,,
57.03550295857988,0.09181331355778302,103.84615384615384,12.581360946745564,0.45064798760521213,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,26.0,KMeans,,,
49.18666666666666,0.08711132012139992,103.33333333333333,11.47,0.4015410628408038,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,30.0,KMeans,,,
41.965714285714284,0.08407508675521161,102.85714285714286,10.78530612244898,0.4039317572863227,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,35.0,KMeans,,,
36.5925,0.07407171110704715,102.5,9.17375,0.3806012914835153,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,40.0,KMeans,,,
32.43851851851852,0.07312181756663293,102.22222222222223,9.404444444444444,0.37213379584641854,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,45.0,KMeans,,,
29.1312,0.07046060236625988,102.0,8.9964,0.3468388484014564,0,0,0.0,0.0,0.0,,KMeans,1,2000,100,50.0,KMeans,,,
157.07999999999998,0.14706220019331845,110.0,25.85,0.5374806909756888,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,10.0,,
101.54666666666667,0.1241022764582997,106.66666666666667,19.342222222222222,0.48585929620127016,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,15.0,,
74.97,0.10536352043023456,105.0,15.434999999999999,0.4282324219578559,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,20.0,,
59.404799999999994,0.08594819984055846,104.0,12.9376,0.4298628453543196,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,25.0,,
57.03550295857988,0.09833411932708382,103.84615384615384,12.261834319526628,0.3868604665996076,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,26.0,,
49.18666666666666,0.08737840284310631,103.33333333333333,12.641111111111112,0.43127498492898925,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,30.0,,
41.965714285714284,0.08419866485711569,102.85714285714286,10.638367346938775,0.37807868991916854,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,35.0,,
36.5925,0.07516739539094518,102.5,9.89125,0.3802684356385776,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,40.0,,
32.43851851851852,0.07036948332156132,102.22222222222223,9.359012345679012,0.3595289233512782,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,45.0,,
29.1312,0.07212535177001765,102.0,8.8332,0.35404013050033883,0,0,0.0,0.0,0.0,,GMM,1,2000,100,,GMM,50.0,,
157.07999999999998,0.12386680885192458,110.0,28.49,0.5369754334487405,0,0,0.0,0.0,0.0,,Birch,1,2000,100,10.0,Birch,,,
101.54666666666667,0.10555574732564862,106.66666666666667,19.128888888888888,0.48803650760123696,0,0,0.0,0.0,0.0,,Birch,1,2000,100,15.0,Birch,,,
74.97,0.09437877245797935,105.0,14.805000000000001,0.4567981077621924,0,0,0.0,0.0,0.0,,Birch,1,2000,100,20.0,Birch,,,
59.404799999999994,0.08335882910944814,104.0,12.771199999999999,0.4344477823604783,0,0,0.0,0.0,0.0,,Birch,1,2000,100,25.0,Birch,,,
57.03550295857988,0.08176582246165796,103.84615384615384,12.261834319526628,0.4299252739198004,0,0,0.0,0.0,0.0,,Birch,1,2000,100,26.0,Birch,,,
49.18666666666666,0.07987510723947615,103.33333333333333,10.815555555555557,0.4147175304788151,0,0,0.0,0.0,0.0,,Birch,1,2000,100,30.0,Birch,,,
41.965714285714284,0.07556464168135024,102.85714285714286,10.285714285714286,0.41146891442957845,0,0,0.0,0.0,0.0,,Birch,1,2000,100,35.0,Birch,,,
36.5925,0.07213916216486942,102.5,9.5325,0.3963515026007417,0,0,0.0,0.0,0.0,,Birch,1,2000,100,40.0,Birch,,,
32.43851851851852,0.07004831135930416,102.22222222222223,8.881975308641975,0.36981132926205823,0,0,0.0,0.0,0.0,,Birch,1,2000,100,45.0,Birch,,,
29.1312,0.06874065346956844,102.0,8.4252,0.3469217287896531,0,0,0.0,0.0,0.0,,Birch,1,2000,100,50.0,Birch,,,
86.22222222222223,0.0643572245094777,100.0,8.148148148148149,0.154422787202966,5,25,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.2,0.7
86.22222222222223,0.06416475072561395,100.0,8.148148148148149,0.1528752922781411,5,25,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.2,0.75
86.22222222222223,0.06421852247946795,100.0,8.148148148148149,0.14648689687160182,5,25,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.2,0.8
86.22222222222223,0.06429218355246508,100.0,8.148148148148149,0.13938316329752723,5,25,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.2,0.85
86.22222222222223,0.0641249489072515,100.0,8.148148148148149,0.13877294737527804,5,25,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.2,0.9
97.0,0.06629670151534951,100.0,9.166666666666666,0.17822470178040736,5,19,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.25,0.7
97.0,0.06607392362725792,100.0,9.166666666666666,0.1792562843521676,5,19,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.25,0.75
97.0,0.06610367904352503,100.0,9.166666666666666,0.17250284024701468,5,19,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.25,0.8
97.0,0.06608727780762684,100.0,9.166666666666666,0.16664789211293293,5,19,0.0,0.0,0.0,0.1,SPH+CPI,1,2000,100,,,,0.25,0.85
